Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,
6841,1,,,B ,11/03/08,330201,100,0,0,0,0,0,0,0,0,740201,100,0,0,0,0,0,0,0,0,10867,CHIEF_INVESTIGATOR,1960,Australia,,2298,46,,>10 to 15,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6842,1,32D,30B,A ,11/03/08,321029,70,321099,30,0,0,0,0,0,0,730108,40,730109,60,0,0,0,0,0,0,80982,PRINCIPAL_SUPERVISOR,1945,,,,,,,0,0,1,8,3,2,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6843,1,112D,30C,B ,12/03/08,330104,100,0,0,0,0,0,0,0,0,740101,50,749906,50,0,0,0,0,0,0,7992,CHIEF_INVESTIGATOR,1970,Australia,,2298,46,Yes ,Less than 0,1,0,0,1,7,0,4882,CHIEF_INVESTIGATOR,1965,Australia,,2298,46,Yes ,>10 to 15,1,3,0,0,0,0,959322,CHIEF_INVESTIGATOR,1980,,,,,,,0,0,0,0,0,0,81772,CHIEF_INVESTIGATOR,1940,,,,,,,0,0,0,2,10,0,329022,CHIEF_INVESTIGATOR,1950,Australia,,,46,Yes ,>=0 to 5,0,1,2,0,2,1,82072,CHIEF_INVESTIGATOR,1950,Australia,,2298,46,,Less than 0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6844,0,5A,30B,,14/03/08,270105,100,0,0,0,0,0,0,0,0,730109,100,0,0,0,0,0,0,0,0,75747,CHIEF_INVESTIGATOR,1970,Australia,,2668,25,Yes ,>5 to 10,0,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6845,0,,,,14/03/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6846,1,4D,10A,G ,19/03/08,321003,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,975127,CHIEF_INVESTIGATOR,1960,Eastern Europe,,2668,25,Yes ,>=0 to 5,2,0,4,3,3,2,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6847,1,4D,10A,G ,19/03/08,321003,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,975127,CHIEF_INVESTIGATOR,1960,Eastern Europe,,2668,25,Yes ,>=0 to 5,2,0,4,3,3,2,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6848,1,149A,30B,A ,20/03/08,380103,100,0,0,0,0,0,0,0,0,780108,40,730219,30,730203,30,0,0,0,0,63552,CHIEF_INVESTIGATOR,1945,Australia,,2558,25,,Less than 0,2,2,0,6,0,2,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6849,1,97A,30C,A ,27/03/08,321099,50,320205,50,0,0,0,0,0,0,730199,100,0,0,0,0,0,0,0,0,78967,CHIEF_INVESTIGATOR,1955,Western Europe,,2728,25,Yes ,more than 15,5,4,7,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,1,259C,30C,A ,27/03/08,380201,100,0,0,0,0,0,0,0,0,740301,100,0,0,0,0,0,0,0,0,494852,CHIEF_INVESTIGATOR,1965,Australia,,2548,25,Yes ,>=0 to 5,1,2,0,1,9,0,36187,CHIEF_INVESTIGATOR,1960,Australia,,2523,25,,Less than 0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6851,1,149A,30B,A ,28/03/08,321204,100,0,0,0,0,0,0,0,0,730211,100,0,0,0,0,0,0,0,0,3182,CHIEF_INVESTIGATOR,1965,Australia,,2523,25,Yes ,>10 to 15,3,2,2,7,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6852,1,5A,30B,A ,28/03/08,420205,40,420104,30,420303,30,0,0,0,0,750902,60,751001,20,751005,20,0,0,0,0,70452,CHIEF_INVESTIGATOR,1955,Australia,,653,7,,Less than 0,0,0,1,0,0,1,35512,CHIEF_INVESTIGATOR,1970,Australia,,653,7,Yes ,>5 to 10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6853,0,4D,10A,C ,30/03/08,321399,100,0,0,0,0,0,0,0,0,730203,50,730217,20,730114,30,0,0,0,0,84622,CHIEF_INVESTIGATOR,1955,Australia,,2973,25,,>5 to 10,3,10,16,16,7,7,84627,CHIEF_INVESTIGATOR,1960,Australia,,2973,25,Yes ,>=0 to 5,0,8,0,0,0,0,72222,CHIEF_INVESTIGATOR,1950,Australia,,2973,25,,more than 15,0,2,17,15,9,6,64277,CHIEF_INVESTIGATOR,1950,Australia,,2973,25,Yes ,more than 15,0,1,25,16,12,6,36252,CHIEF_INVESTIGATOR,1960,Australia,,,25,Yes ,>5 to 10,3,20,4,38,15,42,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6854,0,4D,10A,F ,30/03/08,321399,100,0,0,0,0,0,0,0,0,730199,60,730219,40,0,0,0,0,0,0,76237,CHIEF_INVESTIGATOR,1960,Great Britain,English,2923,25,Yes ,>10 to 15,4,3,3,6,10,2,75822,CHIEF_INVESTIGATOR,1970,,,,,,,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6855,1,4D,10A,D ,31/03/08,321399,50,321021,50,0,0,0,0,0,0,730213,50,730211,50,0,0,0,0,0,0,1737,CHIEF_INVESTIGATOR,1965,Australia,,2533,25,Yes ,>5 to 10,3,4,10,26,15,14,32467,CHIEF_INVESTIGATOR,1975,Great Britain,,2533,25,Yes ,>=0 to 5,0,0,0,0,0,0,86282,CHIEF_INVESTIGATOR,1965,Australia,,2533,25,,>5 to 10,0,0,2,8,1,3,74987,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,3,11,2,2,74527,CHIEF_INVESTIGATOR,1950,Australia,,,25,Yes ,>10 to 15,0,1,24,86,42,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6856,1,120D,30B,B ,31/03/08,300802,100,0,0,0,0,0,0,0,0,779903,100,0,0,0,0,0,0,0,0,69517,PRINCIPAL_SUPERVISOR,1950,Australia,English,1258,34,Yes ,more than 15,3,4,10,6,16,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6857,0,135C,30D,B ,31/03/08,290805,30,290704,40,290703,30,0,0,0,0,660299,40,680301,40,680403,20,0,0,0,0,132247,CHIEF_INVESTIGATOR,1960,Australia,,1998,19,,>=0 to 5,0,5,10,16,5,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6858,1,,,A ,1/04/08,321204,50,321207,50,0,0,0,0,0,0,730211,50,730206,50,0,0,0,0,0,0,123132,CHIEF_INVESTIGATOR,1960,Australia,,2523,25,,>=0 to 5,0,0,0,1,0,0,70602,DELEGATED_RESEARCHER,1965,Australia,,2523,25,Yes ,>5 to 10,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6859,1,266B,10A,B ,1/04/08,270299,100,0,0,0,0,0,0,0,0,730108,80,730107,20,0,0,0,0,0,0,67842,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,Yes ,>5 to 10,2,11,14,49,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6860,1,,,G ,1/04/08,270106,100,0,0,0,0,0,0,0,0,730106,50,730118,50,0,0,0,0,0,0,809672,CHIEF_INVESTIGATOR,1965,Great Britain,,3268,31,Yes ,>=0 to 5,0,0,2,5,2,2,16172,CHIEF_INVESTIGATOR,1965,Australia,,118,118,Yes ,>=0 to 5,0,0,0,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6861,1,4D,10A,F ,1/04/08,329999,100,0,0,0,0,0,0,0,0,730106,25,730105,25,730111,25,670402,25,0,0,115407,PRINCIPAL_SUPERVISOR,1970,Asia Pacific,,2878,25,Yes ,>=0 to 5,0,1,99,24,66,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6862,1,,,G ,1/04/08,,,,,,,,,,,,,,,,,,,,,16987,PRINCIPAL_SUPERVISOR,1965,Australia,,2653,25,,>10 to 15,3,1,72,28,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6863,1,,,A ,1/04/08,291004,100,0,0,0,0,0,0,0,0,730209,100,0,0,0,0,0,0,0,0,30707,CHIEF_INVESTIGATOR,1965,Middle East and Africa,,2253,19,Yes ,>5 to 10,1,2,0,3,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6864,1,,,A ,1/04/08,380107,50,321216,50,0,0,0,0,0,0,730211,50,730219,50,0,0,0,0,0,0,75662,CHIEF_INVESTIGATOR,1950,Australia,,2853,25,Yes ,more than 15,2,0,1,8,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6865,1,208D,30B,G ,1/04/08,321012,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,68782,PRINCIPAL_SUPERVISOR,1960,Australia,,2728,25,,more than 15,1,1,1,7,4,5,493917,DELEGATED_RESEARCHER,1970,,,2713,25,Yes ,Less than 0,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6866,1,66B,30B,B ,2/04/08,320502,100,0,0,0,0,0,0,0,0,740301,100,0,0,0,0,0,0,0,0,13192,CHIEF_INVESTIGATOR,1960,Western Europe,,2668,25,Yes ,>10 to 15,1,1,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6867,1,5A,30B,A ,2/04/08,310105,75,310199,20,310103,5,0,0,0,0,750902,50,750601,50,0,0,0,0,0,0,113192,CHIEF_INVESTIGATOR,1965,Asia Pacific,,3508,4,Yes ,>=0 to 5,1,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6868,0,40D,30B,A ,3/04/08,320702,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,498427,CHIEF_INVESTIGATOR,1970,Great Britain,,2668,25,Yes ,>=0 to 5,3,10,3,9,8,0,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6869,0,260D,30B,A ,3/04/08,320899,50,321214,25,321007,25,0,0,0,0,730112,40,730306,40,730203,20,0,0,0,0,31377,CHIEF_INVESTIGATOR,1965,Australia,,2553,25,,>5 to 10,0,2,0,0,0,0,159607,CHIEF_INVESTIGATOR,1955,The Americas,Other,2553,25,Yes ,>=0 to 5,3,9,0,0,0,0,67152,CHIEF_INVESTIGATOR,1955,New Zealand,,2553,25,Yes ,more than 15,0,0,0,9,9,2,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6870,1,5A,30B,A ,3/04/08,370601,10,370502,10,430101,30,410202,30,419901,20,750802,70,750901,20,750902,10,0,0,0,0,23982,CHIEF_INVESTIGATOR,1975,Australia,,498,7,,Less than 0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6871,1,34B,30C,C ,3/04/08,321210,45,370201,15,370203,10,370204,15,399999,15,730201,25,750305,10,750307,25,750312,30,750504,10,766222,CHIEF_INVESTIGATOR,1955,Australia,,978,25,Yes ,>=0 to 5,6,0,2,6,6,2,846567,DELEGATED_RESEARCHER,1950,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6872,1,5A,30B,A ,4/04/08,300305,100,0,0,0,0,0,0,0,0,620204,100,0,0,0,0,0,0,0,0,700027,CHIEF_INVESTIGATOR,1970,Great Britain,,998,1,Yes ,>=0 to 5,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
